response_id,submitted_at,product,product_version,platform,country,user_segment,score1,score2,source_file,source_row,product_norm,platform_norm,country_norm,segment_norm,submitted_at_dt,score1_norm,score2_norm,umux_score
R1842,2025-05-01 05:38:36,Onboardng,1.3,ANDROID,KZ,returning ,3,4,raw_responses_sample.csv,1152,Onboarding,Android,KZ,returning,2025-05-01 05:38:36,3.0,4.0,62.5
R2277,2025-03-18 00:25:36,Onboardng,2.0,iOS,GE,,1,2,raw_responses_sample.csv,1154,Onboarding,iOS,GE,unknown,2025-03-18 00:25:36,1.0,2.0,12.5
R1705,2024-02-05 23:42:51,Search,2.0,,ru,,5,4,raw_responses_sample.csv,1155,Search,unknown,RU,unknown,2024-02-05 23:42:51,5.0,4.0,87.5
R1599,2024-12-06 01:16:52,CHECKOUT,2.0,Android,AM,new,4,3,raw_responses_sample.csv,1156,Checkout,Android,AM,new,2024-12-06 01:16:52,4.0,3.0,62.5
R2080,2024-11-03 12:30:11,payments,2.1,ANDROID,BY,,1,3,raw_responses_sample.csv,1157,Payments,Android,BY,unknown,2024-11-03 12:30:11,1.0,3.0,25.0
R1394,2024-11-17 22:47:59,payments,2.0,Android,KZ,returning ,3,2,raw_responses_sample.csv,1158,Payments,Android,KZ,returning,2024-11-17 22:47:59,3.0,2.0,37.5
R1795,2025-05-15 12:34:05,Onboarding,2.1,ANDROID,RU,,1,1,raw_responses_sample.csv,1159,Onboarding,Android,RU,unknown,2025-05-15 12:34:05,1.0,1.0,0.0
R2424,2024-08-18 15:02:02,payments,1.2,Android,KZ,,5,4,raw_responses_sample.csv,1161,Payments,Android,KZ,unknown,2024-08-18 15:02:02,5.0,4.0,87.5
R1121,2024-04-20 11:54:35,Payment,1.3,iOS,ru,power,4,4,raw_responses_sample.csv,1162,Payments,iOS,RU,power,2024-04-20 11:54:35,4.0,4.0,75.0
R1487,2024-01-16 05:50:17,Onboarding,1.2,web,ru,returning,3,4,raw_responses_sample.csv,1163,Onboarding,Web,RU,returning,2024-01-16 05:50:17,3.0,4.0,62.5
R2121,2024-03-03 22:16:16,Profile,2.0,,ru,,5,4,raw_responses_sample.csv,1164,Profile,unknown,RU,unknown,2024-03-03 22:16:16,5.0,4.0,87.5
R2008,2025-01-21 06:22:13,onboarding,2.1,,GE,new,2,1,raw_responses_sample.csv,1165,Onboarding,unknown,GE,new,2025-01-21 06:22:13,2.0,1.0,12.5
R1384,2025-04-15 14:51:36,ONBOARDING,2.1,iOS,ru,New,2,3,raw_responses_sample.csv,1166,Onboarding,iOS,RU,new,2025-04-15 14:51:36,2.0,3.0,37.5
R1559,2025-06-18 03:00:19,Onboarding,1.3,,ru,returning ,3,2,raw_responses_sample.csv,1167,Onboarding,unknown,RU,returning,2025-06-18 03:00:19,3.0,2.0,37.5
R2071,2024-11-26 18:08:43,search,1.3,Web,KZ,New,3,3,raw_responses_sample.csv,1168,Search,Web,KZ,new,2024-11-26 18:08:43,3.0,3.0,50.0
R1010,2024-03-06 12:24:38,ONBOARDING,1.3,ANDROID,BY,returning ,4,3,raw_responses_sample.csv,1169,Onboarding,Android,BY,returning,2024-03-06 12:24:38,4.0,3.0,62.5
R1835,2024-05-22 18:55:08,profile,2.1,,RU,New,4,4,raw_responses_sample.csv,1170,Profile,unknown,RU,new,2024-05-22 18:55:08,4.0,4.0,75.0
R1488,2024-06-07 11:49:05,checkout,1.2,Android,AM,new,3,3,raw_responses_sample.csv,1171,Checkout,Android,AM,new,2024-06-07 11:49:05,3.0,3.0,50.0
R2043,2024-09-22 01:07:03,Payment,1.2,iOS,BY,power,5,3,raw_responses_sample.csv,1172,Payments,iOS,BY,power,2024-09-22 01:07:03,5.0,3.0,75.0
R2383,2024-12-18 10:05:56,Onboardng,2.1,iOS,KZ,returning,5,3,raw_responses_sample.csv,1173,Onboarding,iOS,KZ,returning,2024-12-18 10:05:56,5.0,3.0,75.0
R1259,2024-09-06 16:11:35,search,1.2,Web,GE,New,4,4,raw_responses_sample.csv,1174,Search,Web,GE,new,2024-09-06 16:11:35,4.0,4.0,75.0
R1447,2025-06-06 16:44:14,payments,2.0,,RU,power,3,4,raw_responses_sample.csv,1175,Payments,unknown,RU,power,2025-06-06 16:44:14,3.0,4.0,62.5
R1963,2024-01-14 20:59:02,checkout,1.2,Android,ru,new,4,4,raw_responses_sample.csv,1176,Checkout,Android,RU,new,2024-01-14 20:59:02,4.0,4.0,75.0
R1034,2024-02-10 11:13:43,Profile,1.3,,RU,power,5,5,raw_responses_sample.csv,1177,Profile,unknown,RU,power,2024-02-10 11:13:43,5.0,5.0,100.0
R2318,2024-02-10 11:41:50, Payments,2.1,web,GE,,3,2,raw_responses_sample.csv,1178,Payments,Web,GE,unknown,2024-02-10 11:41:50,3.0,2.0,37.5
R2165,2025-02-25 09:47:21,Profile,1.3,iOS,BY,,5,5,raw_responses_sample.csv,1179,Profile,iOS,BY,unknown,2025-02-25 09:47:21,5.0,5.0,100.0
R1379,2025-03-24 05:39:24,CHECKOUT,2.1,ANDROID,RU,,5,4,raw_responses_sample.csv,1180,Checkout,Android,RU,unknown,2025-03-24 05:39:24,5.0,4.0,87.5
R1344,2024-08-31 01:47:30,profile,1.2,Web,RU,power,3,4,raw_responses_sample.csv,1181,Profile,Web,RU,power,2024-08-31 01:47:30,3.0,4.0,62.5
R1684,2025-05-17 21:35:43,PROFILE,2.1,ANDROID,AM,New,4,3,raw_responses_sample.csv,1182,Profile,Android,AM,new,2025-05-17 21:35:43,4.0,3.0,62.5
R1167,2024-05-20 16:23:25,profile,2.0,,BY,returning,2,3,raw_responses_sample.csv,1183,Profile,unknown,BY,returning,2024-05-20 16:23:25,2.0,3.0,37.5
R1507,2025-01-25 02:49:03,Payment,1.2,Web,ru,New,2,2,raw_responses_sample.csv,1184,Payments,Web,RU,new,2025-01-25 02:49:03,2.0,2.0,25.0
R2280,2024-02-10 04:34:22,Onboarding,2.0,Web,ru,power,3,3,raw_responses_sample.csv,1185,Onboarding,Web,RU,power,2024-02-10 04:34:22,3.0,3.0,50.0
R1325,2024-06-28 12:19:46,Onboardng,2.0,Android,KZ,,3,4,raw_responses_sample.csv,1186,Onboarding,Android,KZ,unknown,2024-06-28 12:19:46,3.0,4.0,62.5
R2230,2024-04-09 12:13:13,Onboarding,2.1,ANDROID,BY,returning,1,1,raw_responses_sample.csv,1187,Onboarding,Android,BY,returning,2024-04-09 12:13:13,1.0,1.0,0.0
R2195,2024-06-08 17:36:13,ONBOARDING,1.2,Web,,,4,3,raw_responses_sample.csv,1188,Onboarding,Web,unknown,unknown,2024-06-08 17:36:13,4.0,3.0,62.5
R2109,2025-05-12 08:05:13,payments,1.2,ANDROID,KZ,power,5,5,raw_responses_sample.csv,1189,Payments,Android,KZ,power,2025-05-12 08:05:13,5.0,5.0,100.0
R1831,2024-12-07 06:43:21,CHECKOUT,1.2,Web,,,3,4,raw_responses_sample.csv,1190,Checkout,Web,unknown,unknown,2024-12-07 06:43:21,3.0,4.0,62.5
R1739,2025-04-05 19:51:16, search,2.0,Android,KZ,returning,2,2,raw_responses_sample.csv,1191,Search,Android,KZ,returning,2025-04-05 19:51:16,2.0,2.0,25.0
R1087,2025-05-16 04:28:34,Serch,1.2,Web,BY,returning ,4,4,raw_responses_sample.csv,1193,Search,Web,BY,returning,2025-05-16 04:28:34,4.0,4.0,75.0
R1976,2025-03-07 07:13:52,search,1.3,iOS,,returning,4,4,raw_responses_sample.csv,1194,Search,iOS,unknown,returning,2025-03-07 07:13:52,4.0,4.0,75.0
R2262,2024-06-09 10:33:30,PROFILE,1.3,ANDROID,ru,New,5,4,raw_responses_sample.csv,1195,Profile,Android,RU,new,2024-06-09 10:33:30,5.0,4.0,87.5
R1193,2025-05-04 16:24:20,onboarding,1.3,web,GE,power,1,1,raw_responses_sample.csv,1197,Onboarding,Web,GE,power,2025-05-04 16:24:20,1.0,1.0,0.0
R2366,2024-06-22 23:59:20,CHECKOUT,1.2,iOS,KZ,new,3,4,raw_responses_sample.csv,1198,Checkout,iOS,KZ,new,2024-06-22 23:59:20,3.0,4.0,62.5
R2491,2024-08-11 10:22:25,Payment,2.1,Android,,power,3,4,raw_responses_sample.csv,1199,Payments,Android,unknown,power,2024-08-11 10:22:25,3.0,4.0,62.5
R1106,2025-05-19 03:06:15,onboarding,1.2,web,AM,power,4,3,raw_responses_sample.csv,1200,Onboarding,Web,AM,power,2025-05-19 03:06:15,4.0,3.0,62.5
R1551,2024-01-07 03:43:21, search,2.0,web,,returning ,2,3,raw_responses_sample.csv,1201,Search,Web,unknown,returning,2024-01-07 03:43:21,2.0,3.0,37.5
R1682,2024-01-19 01:27:56,Profile,2.0,web,AM,power,2,2,raw_responses_sample.csv,1202,Profile,Web,AM,power,2024-01-19 01:27:56,2.0,2.0,25.0
R2239,2025-02-20 16:30:55, Checkout ,1.2,iOS,ru,New,4,3,raw_responses_sample.csv,1203,Checkout,iOS,RU,new,2025-02-20 16:30:55,4.0,3.0,62.5
R1860,2025-05-30 18:45:00,Profile,2.1,iOS,GE,,2,3,raw_responses_sample.csv,1204,Profile,iOS,GE,unknown,2025-05-30 18:45:00,2.0,3.0,37.5
R1638,2024-03-23 12:57:11,CHECKOUT,1.3,iOS,RU,returning,5,4,raw_responses_sample.csv,1205,Checkout,iOS,RU,returning,2024-03-23 12:57:11,5.0,4.0,87.5
R2430,2024-07-29 06:48:36,CHECKOUT,2.1,,,returning,4,3,raw_responses_sample.csv,1206,Checkout,unknown,unknown,returning,2024-07-29 06:48:36,4.0,3.0,62.5
R1826,2024-10-01 18:25:40,Search,2.1,Android,KZ,returning,3,2,raw_responses_sample.csv,1207,Search,Android,KZ,returning,2024-10-01 18:25:40,3.0,2.0,37.5
R1609,2024-05-01 06:51:41,Check out,2.0,web,,,4,4,raw_responses_sample.csv,1209,Checkout,Web,unknown,unknown,2024-05-01 06:51:41,4.0,4.0,75.0
R2405,2024-08-10 03:01:25,profile,1.3,Android,BY,power,5,5,raw_responses_sample.csv,1210,Profile,Android,BY,power,2024-08-10 03:01:25,5.0,5.0,100.0
R1608,2024-11-11 15:34:53,profile,2.1,iOS,RU,power,5,5,raw_responses_sample.csv,1211,Profile,iOS,RU,power,2024-11-11 15:34:53,5.0,5.0,100.0
R2118,2024-02-07 11:30:40,PROFILE,2.1,Android,AM,new,4,4,raw_responses_sample.csv,1212,Profile,Android,AM,new,2024-02-07 11:30:40,4.0,4.0,75.0
R2124,2025-01-18 15:18:39,Payments,2.0,Android,BY,new,2,3,raw_responses_sample.csv,1214,Payments,Android,BY,new,2025-01-18 15:18:39,2.0,3.0,37.5
R2392,2024-01-14 23:51:21,Onboarding,1.2,Android,GE,,3,3,raw_responses_sample.csv,1215,Onboarding,Android,GE,unknown,2024-01-14 23:51:21,3.0,3.0,50.0
R2126,2024-03-21 02:59:14, Payments,1.2,ANDROID,,new,3,3,raw_responses_sample.csv,1217,Payments,Android,unknown,new,2024-03-21 02:59:14,3.0,3.0,50.0
R1637,2025-06-29 09:28:39,Payment,1.2,,,,1,2,raw_responses_sample.csv,1218,Payments,unknown,unknown,unknown,2025-06-29 09:28:39,1.0,2.0,12.5
R1566,2025-04-21 15:14:14,Profile,1.2,ANDROID,BY,power,3,4,raw_responses_sample.csv,1219,Profile,Android,BY,power,2025-04-21 15:14:14,3.0,4.0,62.5
R1474,2024-10-05 17:28:08,search,2.0,ANDROID,GE,New,4,3,raw_responses_sample.csv,1221,Search,Android,GE,new,2024-10-05 17:28:08,4.0,3.0,62.5
R1161,2025-03-23 12:47:28, Checkout ,2.0,Web,KZ,New,3,4,raw_responses_sample.csv,1222,Checkout,Web,KZ,new,2025-03-23 12:47:28,3.0,4.0,62.5
R2192,2024-07-14 23:48:47,checkout,1.3,Web,RU,New,4,5,raw_responses_sample.csv,1223,Checkout,Web,RU,new,2024-07-14 23:48:47,4.0,5.0,87.5
R2315,2024-04-13 22:51:31,Profile,2.0,ANDROID,AM,returning,4,4,raw_responses_sample.csv,1224,Profile,Android,AM,returning,2024-04-13 22:51:31,4.0,4.0,75.0
R2180,2025-05-16 22:50:16,Search,1.3,ANDROID,AM,,5,4,raw_responses_sample.csv,1225,Search,Android,AM,unknown,2025-05-16 22:50:16,5.0,4.0,87.5
R1374,2025-06-07 02:46:46,Payments,2.1,Web,,returning,3,3,raw_responses_sample.csv,1226,Payments,Web,unknown,returning,2025-06-07 02:46:46,3.0,3.0,50.0
R1253,2025-03-09 12:04:28,ONBOARDING,2.0,ANDROID,AM,returning ,3,4,raw_responses_sample.csv,1227,Onboarding,Android,AM,returning,2025-03-09 12:04:28,3.0,4.0,62.5
R1651,2025-03-13 11:24:23,Checkout,2.0,Web,BY,power,2,3,raw_responses_sample.csv,1228,Checkout,Web,BY,power,2025-03-13 11:24:23,2.0,3.0,37.5
R1683,2024-11-06 22:10:31,profile,2.1,Android,BY,,3,3,raw_responses_sample.csv,1229,Profile,Android,BY,unknown,2024-11-06 22:10:31,3.0,3.0,50.0
R1541,2025-05-02 14:26:28,Payments,2.1,ANDROID,GE,new,3,4,raw_responses_sample.csv,1230,Payments,Android,GE,new,2025-05-02 14:26:28,3.0,4.0,62.5
R1194,2024-09-27 19:30:12,payments,2.0,Web,GE,power,1,1,raw_responses_sample.csv,1231,Payments,Web,GE,power,2024-09-27 19:30:12,1.0,1.0,0.0
R1742,2024-07-14 03:52:01,PROFILE,2.0,Android,ru,new,4,4,raw_responses_sample.csv,1233,Profile,Android,RU,new,2024-07-14 03:52:01,4.0,4.0,75.0
R1205,2024-05-23 15:20:59,checkout,2.1,iOS,BY,New,4,4,raw_responses_sample.csv,1234,Checkout,iOS,BY,new,2024-05-23 15:20:59,4.0,4.0,75.0
R2227,2024-03-21 20:31:35,Onboardng,2.1,iOS,KZ,,3,3,raw_responses_sample.csv,1235,Onboarding,iOS,KZ,unknown,2024-03-21 20:31:35,3.0,3.0,50.0
R2234,2024-08-17 04:39:39,PROFILE,2.1,iOS,GE,returning ,3,4,raw_responses_sample.csv,1236,Profile,iOS,GE,returning,2024-08-17 04:39:39,3.0,4.0,62.5
R1281,2025-01-15 21:57:41,search,1.2,iOS,AM,,3,3,raw_responses_sample.csv,1238,Search,iOS,AM,unknown,2025-01-15 21:57:41,3.0,3.0,50.0
R1116,2024-11-28 12:38:33,Payment,1.3,web,GE,returning ,4,4,raw_responses_sample.csv,1239,Payments,Web,GE,returning,2024-11-28 12:38:33,4.0,4.0,75.0
R1378,2024-06-19 03:08:44,PROFILE,2.1,iOS,ru,returning,4,3,raw_responses_sample.csv,1240,Profile,iOS,RU,returning,2024-06-19 03:08:44,4.0,3.0,62.5
R1671,2024-08-07 16:54:45, Payments,1.2,Web,,returning ,3,3,raw_responses_sample.csv,1241,Payments,Web,unknown,returning,2024-08-07 16:54:45,3.0,3.0,50.0
R1583,2024-03-20 21:40:34,Check out,1.2,Web,GE,new,4,5,raw_responses_sample.csv,1242,Checkout,Web,GE,new,2024-03-20 21:40:34,4.0,5.0,87.5
R1053,2025-05-12 00:24:21, Payments,1.3,,KZ,,2,3,raw_responses_sample.csv,1243,Payments,unknown,KZ,unknown,2025-05-12 00:24:21,2.0,3.0,37.5
R1046,2025-02-13 07:09:41,Payments,1.3,iOS,ru,New,3,2,raw_responses_sample.csv,1244,Payments,iOS,RU,new,2025-02-13 07:09:41,3.0,2.0,37.5
R1833,2024-06-01 12:14:14,PROFILE,1.2,,KZ,New,3,4,raw_responses_sample.csv,1245,Profile,unknown,KZ,new,2024-06-01 12:14:14,3.0,4.0,62.5
R2260,2024-07-06 06:49:06,search,1.2,Android,BY,returning ,5,4,raw_responses_sample.csv,1246,Search,Android,BY,returning,2024-07-06 06:49:06,5.0,4.0,87.5
R1631,2024-05-21 22:25:11,Payment,1.2,,AM,,4,3,raw_responses_sample.csv,1247,Payments,unknown,AM,unknown,2024-05-21 22:25:11,4.0,3.0,62.5
R2020,2024-06-05 00:39:45,Check out,1.2,iOS,GE,New,4,4,raw_responses_sample.csv,1248,Checkout,iOS,GE,new,2024-06-05 00:39:45,4.0,4.0,75.0
R1153,2025-06-24 13:07:49,CHECKOUT,1.2,Android,BY,new,4,5,raw_responses_sample.csv,1249,Checkout,Android,BY,new,2025-06-24 13:07:49,4.0,5.0,87.5
R1152,2025-04-28 22:53:08,ONBOARDING,1.3,web,GE,new,5,5,raw_responses_sample.csv,1252,Onboarding,Web,GE,new,2025-04-28 22:53:08,5.0,5.0,100.0
R1843,2025-04-01 02:52:25,PROFILE,2.0,Android,GE,power,4,5,raw_responses_sample.csv,1253,Profile,Android,GE,power,2025-04-01 02:52:25,4.0,5.0,87.5
R2321,2025-04-01 01:20:29, search,2.0,Android,KZ,returning ,4,4,raw_responses_sample.csv,1254,Search,Android,KZ,returning,2025-04-01 01:20:29,4.0,4.0,75.0
R1574,2024-11-20 09:36:50,Payment,2.1,web,,power,3,4,raw_responses_sample.csv,1255,Payments,Web,unknown,power,2024-11-20 09:36:50,3.0,4.0,62.5
R1777,2025-05-07 18:19:36, Payments,2.0,Web,ru,New,3,3,raw_responses_sample.csv,1257,Payments,Web,RU,new,2025-05-07 18:19:36,3.0,3.0,50.0
R2384,2024-04-23 21:12:40,Payment,2.0,Web,,,1,1,raw_responses_sample.csv,1258,Payments,Web,unknown,unknown,2024-04-23 21:12:40,1.0,1.0,0.0
R1280,2025-03-14 06:44:58,onboarding,2.1,,BY,returning,1,3,raw_responses_sample.csv,1259,Onboarding,unknown,BY,returning,2025-03-14 06:44:58,1.0,3.0,25.0
R2442,2024-05-29 10:47:40,Payment,1.3,web,KZ,returning ,1,3,raw_responses_sample.csv,1260,Payments,Web,KZ,returning,2024-05-29 10:47:40,1.0,3.0,25.0
R1112,2024-01-16 11:50:50,onboarding,1.2,ANDROID,BY,new,3,3,raw_responses_sample.csv,1261,Onboarding,Android,BY,new,2024-01-16 11:50:50,3.0,3.0,50.0
R2440,2099-12-31 12:00:00,Check out,2.0,web,GE,,4,4,raw_responses_sample.csv,1263,Checkout,Web,GE,unknown,2099-12-31 12:00:00,4.0,4.0,75.0
R1600,2025-05-18 03:09:34,profile,1.3,Android,GE,,4,4,raw_responses_sample.csv,1264,Profile,Android,GE,unknown,2025-05-18 03:09:34,4.0,4.0,75.0
R1871,2024-01-14 16:46:46,profile,1.3,web,AM,New,4,4,raw_responses_sample.csv,1265,Profile,Web,AM,new,2024-01-14 16:46:46,4.0,4.0,75.0
R2099,2024-03-01 04:13:35, search,2.1,,RU,returning,3,4,raw_responses_sample.csv,1266,Search,unknown,RU,returning,2024-03-01 04:13:35,3.0,4.0,62.5
R1639,2024-07-28 16:40:01, search,1.2,web,,returning ,3,3,raw_responses_sample.csv,1267,Search,Web,unknown,returning,2024-07-28 16:40:01,3.0,3.0,50.0
R1649,2025-06-23 07:50:59, search,1.2,Android,RU,new,3,3,raw_responses_sample.csv,1269,Search,Android,RU,new,2025-06-23 07:50:59,3.0,3.0,50.0
R1066,2025-03-11 23:35:21,Payment,2.0,,AM,power,1,2,raw_responses_sample.csv,1270,Payments,unknown,AM,power,2025-03-11 23:35:21,1.0,2.0,12.5
R1245,2024-04-05 19:38:50,profile,1.2,web,RU,power,5,5,raw_responses_sample.csv,1271,Profile,Web,RU,power,2024-04-05 19:38:50,5.0,5.0,100.0
R1697,2024-10-20 20:10:16,Check out,1.3,Android,AM,returning,5,4,raw_responses_sample.csv,1272,Checkout,Android,AM,returning,2024-10-20 20:10:16,5.0,4.0,87.5
R2133,2024-03-15 04:32:55,Check out,2.1,web,AM,power,4,4,raw_responses_sample.csv,1274,Checkout,Web,AM,power,2024-03-15 04:32:55,4.0,4.0,75.0
R2306,2025-03-07 15:29:20,Profile,2.0,,BY,new,3,4,raw_responses_sample.csv,1275,Profile,unknown,BY,new,2025-03-07 15:29:20,3.0,4.0,62.5
R1278,2024-08-04 15:17:20,CHECKOUT,2.1,Web,GE,returning ,4,5,raw_responses_sample.csv,1277,Checkout,Web,GE,returning,2024-08-04 15:17:20,4.0,5.0,87.5
R2214,2024-09-21 06:32:52,PROFILE,1.2,,ru,New,4,4,raw_responses_sample.csv,1278,Profile,unknown,RU,new,2024-09-21 06:32:52,4.0,4.0,75.0
R1238,2024-10-14 17:36:42,Payments,2.1,Android,ru,power,2,4,raw_responses_sample.csv,1279,Payments,Android,RU,power,2024-10-14 17:36:42,2.0,4.0,50.0
R2149,2024-08-12 03:56:57,profile,2.0,web,AM,power,3,3,raw_responses_sample.csv,1280,Profile,Web,AM,power,2024-08-12 03:56:57,3.0,3.0,50.0
R2066,2025-05-25 21:09:29,PROFILE,2.0,Android,GE,power,3,5,raw_responses_sample.csv,1281,Profile,Android,GE,power,2025-05-25 21:09:29,3.0,5.0,75.0
R2217,2024-04-24 11:46:02,PROFILE,2.0,,AM,returning,3,3,raw_responses_sample.csv,1282,Profile,unknown,AM,returning,2024-04-24 11:46:02,3.0,3.0,50.0
R1196,2024-12-19 04:18:02,Payment,2.1,,RU,power,4,3,raw_responses_sample.csv,1283,Payments,unknown,RU,power,2024-12-19 04:18:02,4.0,3.0,62.5
R1274,2025-02-25 01:17:55,payments,1.2,,ru,returning,4,5,raw_responses_sample.csv,1284,Payments,unknown,RU,returning,2025-02-25 01:17:55,4.0,5.0,87.5
R1174,2024-05-11 17:40:37,checkout,2.1,Android,AM,returning ,3,4,raw_responses_sample.csv,1285,Checkout,Android,AM,returning,2024-05-11 17:40:37,3.0,4.0,62.5
R2451,2024-05-01 13:22:42,ONBOARDING,1.2,iOS,,returning ,4,4,raw_responses_sample.csv,1286,Onboarding,iOS,unknown,returning,2024-05-01 13:22:42,4.0,4.0,75.0
R2447,2024-12-08 15:07:20,Payment,1.3,ANDROID,AM,returning ,3,2,raw_responses_sample.csv,1287,Payments,Android,AM,returning,2024-12-08 15:07:20,3.0,2.0,37.5
R2378,2024-01-09 01:21:54,Checkout,1.2,Web,BY,returning,4,4,raw_responses_sample.csv,1289,Checkout,Web,BY,returning,2024-01-09 01:21:54,4.0,4.0,75.0
R1693,2024-11-05 16:51:19,profile,2.1,,GE,power,4,5,raw_responses_sample.csv,1290,Profile,unknown,GE,power,2024-11-05 16:51:19,4.0,5.0,87.5
R1762,2024-06-03 18:03:40,PROFILE,1.2,,GE,power,4,4,raw_responses_sample.csv,1291,Profile,unknown,GE,power,2024-06-03 18:03:40,4.0,4.0,75.0
R1035,2024-08-30 05:51:51,payments,2.1,web,RU,returning,5,4,raw_responses_sample.csv,1292,Payments,Web,RU,returning,2024-08-30 05:51:51,5.0,4.0,87.5
R1727,2025-06-22 18:11:26,Payments,1.3,Android,ru,New,1,1,raw_responses_sample.csv,1293,Payments,Android,RU,new,2025-06-22 18:11:26,1.0,1.0,0.0
R2169,2025-03-04 12:00:18,Payments,2.1,web,BY,,4,5,raw_responses_sample.csv,1294,Payments,Web,BY,unknown,2025-03-04 12:00:18,4.0,5.0,87.5
R1007,2024-02-27 07:52:02, search,1.3,web,BY,new,3,2,raw_responses_sample.csv,1295,Search,Web,BY,new,2024-02-27 07:52:02,3.0,2.0,37.5
R1385,2024-01-19 03:25:26,Profile,2.0,ANDROID,GE,new,4,4,raw_responses_sample.csv,1296,Profile,Android,GE,new,2024-01-19 03:25:26,4.0,4.0,75.0
R1927,2025-06-29 22:07:25,Onboarding,2.1,ANDROID,KZ,,1,2,raw_responses_sample.csv,1297,Onboarding,Android,KZ,unknown,2025-06-29 22:07:25,1.0,2.0,12.5
R1085,2024-10-06 13:53:30,ONBOARDING,2.1,Android,AM,returning ,4,3,raw_responses_sample.csv,1299,Onboarding,Android,AM,returning,2024-10-06 13:53:30,4.0,3.0,62.5
R1407,2024-09-06 01:43:56,profile,1.3,web,ru,new,5,4,raw_responses_sample.csv,1300,Profile,Web,RU,new,2024-09-06 01:43:56,5.0,4.0,87.5
R1755,2025-03-24 14:53:48,Payments,1.2,iOS,ru,returning ,2,1,raw_responses_sample.csv,1301,Payments,iOS,RU,returning,2025-03-24 14:53:48,2.0,1.0,12.5
R1659,2024-11-23 14:56:44,checkout,2.0,Web,KZ,new,4,4,raw_responses_sample.csv,1302,Checkout,Web,KZ,new,2024-11-23 14:56:44,4.0,4.0,75.0
R1793,2024-09-24 22:28:17,payments,2.0,,BY,power,4,2,raw_responses_sample.csv,1303,Payments,unknown,BY,power,2024-09-24 22:28:17,4.0,2.0,50.0
R1937,2025-05-05 21:17:07,Serch,1.2,web,GE,New,4,4,raw_responses_sample.csv,1304,Search,Web,GE,new,2025-05-05 21:17:07,4.0,4.0,75.0
R2141,2024-01-27 11:13:18, Payments,1.3,,AM,returning ,5,4,raw_responses_sample.csv,1305,Payments,unknown,AM,returning,2024-01-27 11:13:18,5.0,4.0,87.5
R2012,2025-02-25 03:31:47,Check out,1.2,ANDROID,RU,,3,3,raw_responses_sample.csv,1306,Checkout,Android,RU,unknown,2025-02-25 03:31:47,3.0,3.0,50.0
R1464,2025-06-13 17:46:20,ONBOARDING,2.1,Web,BY,returning ,1,2,raw_responses_sample.csv,1307,Onboarding,Web,BY,returning,2025-06-13 17:46:20,1.0,2.0,12.5
R1137,2024-02-12 14:58:51,Check out,2.1,,KZ,power,3,4,raw_responses_sample.csv,1308,Checkout,unknown,KZ,power,2024-02-12 14:58:51,3.0,4.0,62.5
R2200,2024-09-06 08:46:23,PROFILE,2.1,Web,AM,,4,3,raw_responses_sample.csv,1309,Profile,Web,AM,unknown,2024-09-06 08:46:23,4.0,3.0,62.5
R1990,2025-06-19 10:28:50,onboarding,1.3,Web,BY,power,5,4,raw_responses_sample.csv,1310,Onboarding,Web,BY,power,2025-06-19 10:28:50,5.0,4.0,87.5
R2305,2024-08-19 22:09:34,Serch,1.3,Android,BY,new,4,4,raw_responses_sample.csv,1311,Search,Android,BY,new,2024-08-19 22:09:34,4.0,4.0,75.0
R2271,2024-11-17 11:57:49,Serch,1.2,,KZ,returning,5,5,raw_responses_sample.csv,1312,Search,unknown,KZ,returning,2024-11-17 11:57:49,5.0,5.0,100.0
R1389,2024-08-08 14:52:50,onboarding,1.3,,BY,new,5,5,raw_responses_sample.csv,1313,Onboarding,unknown,BY,new,2024-08-08 14:52:50,5.0,5.0,100.0
R1343,2025-04-29 01:11:17,Serch,2.1,Android,GE,returning ,3,4,raw_responses_sample.csv,1314,Search,Android,GE,returning,2025-04-29 01:11:17,3.0,4.0,62.5
R1434,2025-04-27 15:10:14, Checkout ,2.0,ANDROID,KZ,,4,4,raw_responses_sample.csv,1315,Checkout,Android,KZ,unknown,2025-04-27 15:10:14,4.0,4.0,75.0
R1824,2024-10-13 04:54:32,ONBOARDING,2.0,Android,,new,3,4,raw_responses_sample.csv,1316,Onboarding,Android,unknown,new,2024-10-13 04:54:32,3.0,4.0,62.5
R1212,2025-04-18 21:51:19,Payments,2.1,web,BY,,2,2,raw_responses_sample.csv,1318,Payments,Web,BY,unknown,2025-04-18 21:51:19,2.0,2.0,25.0
R1885,2025-01-04 21:25:24,Search,2.0,Web,ru,power,5,4,raw_responses_sample.csv,1319,Search,Web,RU,power,2025-01-04 21:25:24,5.0,4.0,87.5
R1696,2024-06-03 23:43:48,CHECKOUT,1.3,web,AM,power,4,4,raw_responses_sample.csv,1321,Checkout,Web,AM,power,2024-06-03 23:43:48,4.0,4.0,75.0
R1061,2025-04-15 22:09:27,Profile,1.2,,GE,,3,4,raw_responses_sample.csv,1322,Profile,unknown,GE,unknown,2025-04-15 22:09:27,3.0,4.0,62.5
R1719,2024-02-23 10:59:15,profile,2.0,Web,GE,,4,4,raw_responses_sample.csv,1323,Profile,Web,GE,unknown,2024-02-23 10:59:15,4.0,4.0,75.0
R2495,2025-01-08 01:48:14,Payments,1.3,,KZ,new,5,2,raw_responses_sample.csv,1324,Payments,unknown,KZ,new,2025-01-08 01:48:14,5.0,2.0,62.5
